user_id,spent_money,items_quantity,recommendation_percentage
Sly_Elf,1739.1299999999999,87,94%
Slyme9,6443.55,645,98%
Slynx_,1739.1299999999999,87,94%
Sm00th-Ice,709.29,71,96%
Sm1lestheBear,6443.55,645,98%
Sm1ley96,6443.55,645,98%
SmahinPingaz,6443.55,645,98%
Smeegan,6443.55,645,98%
SmellingSavage,219.78,22,100%
SmellyVirus,6443.55,645,98%
SmeshDoge,26.97,3,100%
SmiLeGaming06660,4877.5599999999995,244,99%
Smiggleton,6443.55,645,98%
Smiley_Riley02,6443.55,645,98%
Smileygamer,19.98,2,100%
SmithRamone,149.85,15,100%
Smithagent,6443.55,645,98%
Smithies,139.92999999999998,7,100%
SmithsChips,709.29,71,96%
Smithschipz,89.91,9,89%
Smithy199,1739.1299999999999,87,94%
Smithy2700,1739.1299999999999,87,94%
Smithy_the_god,6443.55,645,98%
SmokaBluntos,219.78,22,100%
Smokingbullet2,6443.55,645,98%
Smoobss,6443.55,645,98%
Smooth_Move,0.0,98,96%
SmossyBoiRulesALL,1739.1299999999999,87,94%
Smykify,6443.55,645,98%
Sn00peh,6443.55,645,98%
SnApLaDanke,6443.55,645,98%
Snailx3,1739.1299999999999,87,94%
Snake8,219.78,22,100%
SnakeSS,219.78,22,100%
SnakeTails,219.78,22,100%
Snakeyes16,19.99,1,100%
Snaplez,1739.1299999999999,87,94%
SneaaakyFuckingSniper,6443.55,645,98%
Sneaki,4.99,1,100%
SneakyDNinja,6443.55,645,98%
SneakyPete9,6443.55,645,98%
Sneakyyyy,709.29,71,96%
Sneezybruh,1739.1299999999999,87,94%
Snickerbones,219.78,22,100%
Snifflez,709.29,71,96%
SniffyDiagram,1739.1299999999999,87,94%
SnipeDemon,6443.55,645,98%
Sniper64824,709.29,71,96%
SniperMortal,6443.55,645,98%
SniperSnake69,219.78,22,100%
Sniper_Ace,6443.55,645,98%
SnipinAllDay,824.45,55,73%
SnipingWarrior,1739.1299999999999,87,94%
Snook,219.78,22,100%
Snoresville,6443.55,645,98%
SnottiestDuck,149.85,15,100%
SnowBlind_Dave,1739.1299999999999,87,94%
SnowDonut,1739.1299999999999,87,94%
SnowGolem1,6443.55,645,98%
SnowZoneHD,1739.1299999999999,87,94%
Snowballx,219.78,22,100%
Snowy427,6443.55,645,98%
SnowyDao,1739.1299999999999,87,94%
SnowyGnar,6443.55,645,98%
SnowyKing,4877.5599999999995,244,99%
SnuffyKiins,1739.1299999999999,87,94%
Snuzzel,6443.55,645,98%
SoCloseItHurts,1739.1299999999999,87,94%
SoFknKawaii,1739.1299999999999,87,94%
SoNiKSoul,2997.0,300,98%
SoOutOfLuck,1739.1299999999999,87,94%
SoPhantastic,6443.55,645,98%
SoTotallyPro,1739.1299999999999,87,94%
SociopathicDestruction,219.78,22,100%
Socktoppet,1739.1299999999999,87,94%
Socpuppet,219.78,22,100%
Socratiez,1739.1299999999999,87,94%
SodaLicious,89.91,9,89%
SoenBR,6443.55,645,98%
Sokiwi,1739.1299999999999,87,94%
SolarTech,6443.55,645,98%
SoleSaliva,6443.55,645,98%
Solgath,149.85,15,100%
SolidCygnus,6443.55,645,98%
SoloWing3844,89.91,9,89%
Solonx,6443.55,645,98%
SolsticeEquinox,6443.55,645,98%
SomeAnimeShit,4877.5599999999995,244,99%
SomeAussieGamer,1739.1299999999999,87,94%
SomeDudeWhoLikesOldGames,1739.1299999999999,87,94%
SomeGuyButNotThatGuy,1739.1299999999999,87,94%
SomeGuySurviving,709.29,71,96%
SomeGuyThatPlaysGames,6443.55,645,98%
SomeRandomCarrot,219.78,22,100%
SomeRandomNewAccount,25662.88,1712,95%
SomeRandomSociopath,89.91,9,89%
SomeURLTag,6443.55,645,98%
Somebody58,24.950000000000003,5,100%
Someguywhomakesstoof,6443.55,645,98%
Someone76,6443.55,645,98%
SomeoneNamedLink,6443.55,645,98%
SomethingFancy,1739.1299999999999,87,94%
SomethingSpare,24.950000000000003,5,100%
Somite11,79.96,4,75%
SonicMCGamer,1739.1299999999999,87,94%
SonicSounds1711,6443.55,645,98%
Sonicearth,79.96,4,75%
Sonny6155,19.98,2,100%
Soongnaja,709.29,71,96%
Soopookoo,6443.55,645,98%
Sooshie,314.79,21,100%
Sopa00,709.29,71,96%
SophieTheDropbear,6443.55,645,98%
Sophop_Chicken,149.85,15,100%
Soppro,639.84,16,94%
Sora2Keyblades,2997.0,300,98%
Soracaz,1739.1299999999999,87,94%
Sorefinger,29.98,2,100%
SorenTheOwl,6443.55,645,98%
Soriuuz,709.29,71,96%
Sorotix,89.91,9,89%
SorryIloveemilia,149.85,15,100%
Sorryforbeingbad,149.85,15,100%
Sosaia,6443.55,645,98%
Soskii,1739.1299999999999,87,94%
Sototallypom,6443.55,645,98%
SougoSS,6443.55,645,98%
SoulDastunnel,6443.55,645,98%
SoulJamboree,29.98,2,100%
SoulLunarWolf,4.99,1,100%
SoulScene,6443.55,645,98%
Souless_Serpent,9.99,1,100%
Soulfier,6443.55,645,98%
Souloh,6443.55,645,98%
Soulstealers,6443.55,645,98%
SoumiKim,1739.1299999999999,87,94%
Sound_Wav3,1739.1299999999999,87,94%
Soupermang,709.29,71,96%
Soupre,709.29,71,96%
SouseisekiChan,219.78,22,100%
South393,1739.1299999999999,87,94%
SouthDoom,6443.55,645,98%
SovietLobster,29.97,3,100%
Soviet_Steve,709.29,71,96%
SovietskieKivi,39.92,8,62%
SoyCrab,6443.55,645,98%
Sp3ctre,89.91,9,89%
SpExXkRiWestPacIsDeadLongLive,39.92,8,62%
SpKT8_Me,6443.55,645,98%
SpLiCeD_PhoeniX,25662.88,1712,95%
SpaceAndroid2,6443.55,645,98%
SpaceDragon6,219.78,22,100%
SpaceLegolas,709.29,71,96%
SpaceyTV,6443.55,645,98%
Spacker3,219.78,22,100%
Spadge5000,219.78,22,100%
SpaghettiNoodles,1739.1299999999999,87,94%
Spaikee,79.96,4,100%
SpakAttk,1739.1299999999999,87,94%
SpamIrwin,219.78,22,100%
SparkierOcean53,709.29,71,96%
SparklezTheTurtle,219.78,22,100%
SparkyBang,1739.1299999999999,87,94%
Sparkzh2o,709.29,71,96%
Sparon,6443.55,645,98%
Spartan1017,709.29,71,96%
Spasticmario,219.78,22,100%
SpatialWheel14,6443.55,645,98%
Spawn_Killer,6443.55,645,98%
Spawnofelfdude,6443.55,645,98%
SpazCamel,709.29,71,96%
SpazNZ,219.78,22,100%
SpazOutHD,6443.55,645,98%
Spazboi420,1739.1299999999999,87,94%
Spazzykins,6443.55,645,98%
Spclst69,709.29,71,96%
SpecGames,219.78,22,100%
Speccuberly,199.89999999999998,10,100%
SpecialFireBrigade8,4.99,1,100%
SpecialKAUS,1739.1299999999999,87,94%
SpecialKid,709.29,71,96%
SpecialSomeone,1739.1299999999999,87,94%
Specied,6443.55,645,98%
Specimen11,6443.55,645,98%
Spector011,429.57,43,98%
Spectre11,6443.55,645,98%
SpectreFoung,6443.55,645,98%
SpectreGuy2015,1739.1299999999999,87,94%
Spectro189,6443.55,645,98%
Spedkid,709.29,71,96%
Speed_Dealing_Poosy_Slayer,6443.55,645,98%
Speed_Sabre,709.29,71,96%
Speedking3002,6443.55,645,98%
SpeedyPandaa,6443.55,645,98%
Spekl,149.85,15,100%
SpewinRainbows,709.29,71,96%
SphinxieHD,1739.1299999999999,87,94%
SpiceyPanda,1739.1299999999999,87,94%
SpicyHolo,6443.55,645,98%
SpicyPepperOfficial,6443.55,645,98%
SpiderFast,6443.55,645,98%
SpiderZombie,6443.55,645,98%
SpideySensibility,259.74,26,100%
SpiicyOrange,1739.1299999999999,87,94%
Spik_eey,9.99,1,100%
SpikedMilk,6443.55,645,98%
SpikeyKun,6443.55,645,98%
SpineMusician,219.78,22,100%
Spirit02,6443.55,645,98%
SpiritOfDeath2,1739.1299999999999,87,94%
SpiritWave,6443.55,645,98%
Spiritedaway1,89.91,9,89%
Spiroik,6443.55,645,98%
Spitfire182GE,6443.55,645,98%
Splendour43,6443.55,645,98%
Splifz,9.99,1,100%
Spludge,219.78,22,100%
Spoder_XaXX,6443.55,645,98%
SpongbobeebU,6443.55,645,98%
SpongeNips,6443.55,645,98%
SpongeThe2nd,6443.55,645,98%
SpongeyIsSweg,6443.55,645,98%
SponsoredByBenQ,24.99,1,100%
Spoodzz,1739.1299999999999,87,94%
SpookEGI,709.29,71,96%
Spooky4me,6443.55,645,98%
SpookySpazo,1739.1299999999999,87,94%
SpookyTheNotCuteGhost,709.29,71,96%
Spoongegarred,6443.55,645,98%
Sporial-Oriiius-Umbria,1739.1299999999999,87,94%
SporkDesigns,1739.1299999999999,87,94%
Spreii,3938.0299999999997,197,97%
Spriteling,6443.55,645,98%
SpudLord,6443.55,645,98%
Spuke134,6443.55,645,98%
Spy21,6443.55,645,98%
SpyLab,709.29,71,96%
SpyNotSpy,1739.1299999999999,87,94%
SqrRoot1,6443.55,645,98%
Squareboy971P,709.29,71,96%
Squarp13,1739.1299999999999,87,94%
Squattson,6443.55,645,98%
Squid-lel,6443.55,645,98%
Squiddicals,1739.1299999999999,87,94%
Squidfish2,6443.55,645,98%
Squiggley,89.91,9,89%
SquigiTheSpy,149.85,15,100%
SquirrelJoe,6443.55,645,98%
Sshakabrahhh,6443.55,645,98%
St3863,709.29,71,96%
Stackamo,2438.7799999999997,122,97%
Stagdage,1739.1299999999999,87,94%
Stagnantslug,49.95,5,100%
StalePancake,6443.55,645,98%
Stalker669,6443.55,645,98%
Stalkmemuch,25662.88,1712,95%
StandOff92,149.85,15,100%
StandOffLion996,6443.55,645,98%
Standin_Legolas,4877.5599999999995,244,99%
StanleyLahood,1739.1299999999999,87,94%
StarBunny,24.950000000000003,5,100%
Star_Blaze,6443.55,645,98%
StarchyBoy,709.29,71,96%
Stardell,6443.55,645,98%
StarkZ_27,259.74,26,100%
Starkbark,1739.1299999999999,87,94%
Starnsworth,9.99,1,100%
Starshield101,1739.1299999999999,87,94%
StarswithinUS,599.6999999999999,30,93%
Starven,219.78,22,100%
StaticStabler,1739.1299999999999,87,94%
StaticZz_Au,7056.469999999999,353,90%
StatzY,1739.1299999999999,87,94%
StealthChocy,1739.1299999999999,87,94%
StealthyDriving,359.82,18,100%
Steam-Community-Internet-Whore,89.91,9,89%
Steam-TennisBall,6443.55,645,98%
SteamChileNico,219.78,22,100%
SteamMooch,709.29,71,96%
SteamPunkDude227,709.29,71,96%
SteamSpotty,1739.1299999999999,87,94%
Steam_FX-,6443.55,645,98%
Steamgaugevqlve,1739.1299999999999,87,94%
Steamified,219.78,22,100%
Steamkilla77,6443.55,645,98%
Steamnico,6443.55,645,98%
SteemyStreem,179.91,9,100%
SteevH,1739.1299999999999,87,94%
StefanOoi,6443.55,645,98%
Stefanomaz,0.0,329,91%
StegoRekt,6443.55,645,98%
StelerForYou,1739.1299999999999,87,94%
StepOverKing,709.29,71,96%
Stephenfrysgaytime,709.29,71,96%
Stercessusretdnasunacyldemood,709.29,71,96%
StereoPliggeh,709.29,71,96%
SteveTF2gamer620,219.78,22,100%
Steve_Jim,6443.55,645,98%
Stevio_Pistachio,39.92,8,62%
Stewietron,9.99,1,100%
StickOfCarrot,6443.55,645,98%
Stickiler,709.29,71,96%
Sticky-Semen,709.29,71,96%
Stickywulf,1739.1299999999999,87,94%
Stiffishend4,1739.1299999999999,87,94%
StillAliveStark,219.78,22,100%
StillChong,0.0,19,79%
Sting16,1739.1299999999999,87,94%
Stnether,6443.55,645,98%
StoicWilly,6443.55,645,98%
StonedToon,1739.1299999999999,87,94%
Stoneybonez,6443.55,645,98%
Stoneyskarface,6443.55,645,98%
StopwatchOfficial,149.85,15,100%
StormJ7,709.29,71,96%
Stormaggen,6443.55,645,98%
Stormcaller,59.97,3,100%
StormzedGaming,1739.1299999999999,87,94%
Story43,6443.55,645,98%
Str0NtiuM,219.78,22,100%
Str1der_MedicingLF6v6Team,219.78,22,100%
Str1ke4,1739.1299999999999,87,94%
Stra7x,6443.55,645,98%
Straik17,3.98,2,100%
Strain-Dreading-steak,6443.55,645,98%
Strams,149.85,15,100%
StrangeOfficial,6443.55,645,98%
StrawberryBitch,1739.1299999999999,87,94%
StrayDog8797,89.91,9,89%
StrayEagle,1739.1299999999999,87,94%
StrayaCunnys,599.6999999999999,30,93%
Streakyal8tr,89.91,9,89%
Streaters,219.78,22,100%
StriatusCZR,1739.1299999999999,87,94%
Strider95,1739.1299999999999,87,94%
Strik750,149.85,15,100%
StrikeRaiser,39.92,8,62%
Strike_fire,6443.55,645,98%
Striker146,149.85,15,100%
Striker8474,6443.55,645,98%
StrikerAustralia,219.78,22,100%
StrikerDemon,0.0,329,91%
Strikeria,6443.55,645,98%
Stringers,39.92,8,62%
Strobies,89.91,9,89%
Strogonoff,4877.5599999999995,244,99%
Stromtrooper21,709.29,71,96%
StrungOut7,9.99,1,100%
StryderEpic,6443.55,645,98%
Stryker103,179.91,9,100%
Sttea,6443.55,645,98%
Sttein,89.91,9,89%
Stu442,1739.1299999999999,87,94%
Stuckles,6443.55,645,98%
StudioClod,89.91,9,100%
StuffAndTangs,6443.55,645,98%
Stuffishappening,4.99,1,100%
StuffsAndStuffs,6443.55,645,98%
StuffyPuffy,219.89,11,100%
StumblingAxe,4877.5599999999995,244,99%
StuntMobile,1739.1299999999999,87,94%
Styliishgaming,1739.1299999999999,87,94%
SuNNZ,219.78,22,100%
SubAtohmik,1739.1299999999999,87,94%
SubKnight151,709.29,71,96%
SubieTec,99.9,10,100%
SubmarineBear,1739.1299999999999,87,94%
Subway69,1739.1299999999999,87,94%
SuccBoiElite,854.4300000000001,57,96%
SuccForCancer,29.97,3,100%
SuchAWeeaboo,6443.55,645,98%
SuchDogeMuchWoW,39.92,8,62%
SuchGayMuchWow,6443.55,645,98%
SuchMisfortuneMan,149.85,15,100%
Suckamywigglydick,6443.55,645,98%
SuckyEngyKang3000,6443.55,645,98%
SucoVidya,1739.1299999999999,87,94%
Sucodebanana,6443.55,645,98%
SuddenNight,6443.55,645,98%
Suddenly_Whales,259.74,26,100%
Sugarcane,39.92,8,62%
SuicidalSpree,6443.55,645,98%
Suiluj,89.91,9,89%
SultanFancyPants,1739.1299999999999,87,94%
Sulthan98,6443.55,645,98%
Sum1_Else,709.29,71,96%
SummersHarvest,709.29,71,96%
SummertimeFeels,1739.1299999999999,87,94%
Sundazed93,1739.1299999999999,87,94%
Sundia,6443.55,645,98%
SunnyBirdie,1739.1299999999999,87,94%
SunnyDandRum,709.29,71,96%
SunnyS,1739.1299999999999,87,94%
Sup3rCheese,1739.1299999999999,87,94%
SupNiggaxD,1739.1299999999999,87,94%
SupahYoshiX,6443.55,645,98%
Suparcoffeeninja,219.78,22,100%
SuperAnalNoScope,6443.55,645,98%
SuperAwesomeWSCMan,6443.55,645,98%
SuperCoziPrower,6443.55,645,98%
SuperExpertPlayer,219.78,22,100%
SuperGamingKnight,6443.55,645,98%
SuperGizmo64,709.29,71,96%
SuperHoboLord,89.91,9,89%
SuperM,89.91,9,89%
SuperNinjasInTopHats,1739.1299999999999,87,94%
SuperNovaDeath,6443.55,645,98%
SuperRowando,709.29,71,96%
SuperSalter3000,219.78,22,100%
SuperScoops_,24.950000000000003,5,100%
SuperScore,219.78,22,100%
SuperSecretSarah,709.29,71,96%
SuperSkybolt,709.29,71,96%
SuperSneakyCreamPuff,89.91,9,89%
SuperTjscott,1739.1299999999999,87,94%
SuperVegito45,1739.1299999999999,87,94%
Super_Joshxx,1739.1299999999999,87,94%
Superboyw,6443.55,645,98%
Superdraco3314,6443.55,645,98%
SuperficialWounds,29.97,3,100%
SupermanSocks17,9.99,1,100%
Superside,6443.55,645,98%
Surcus,1739.1299999999999,87,94%
SurfChicken,6443.55,645,98%
Surgeonmack,709.29,71,96%
Surpriseme,219.78,22,100%
Suspicious,1739.1299999999999,87,94%
Suthy,6443.55,645,98%
Suyjec,6443.55,645,98%
SvDKILLSWITCH,9.99,1,100%
Svades,1739.1299999999999,87,94%
SvnK7,6443.55,645,98%
SwEgLoRd101,6443.55,645,98%
SwaRIsLoveSwarIsLife,1739.1299999999999,87,94%
SwaaaT,219.78,22,100%
SwagDavy,1739.1299999999999,87,94%
Swag_Lord,6443.55,645,98%
SwagmasterWellingtune,6443.55,645,98%
Swahboo,709.29,71,96%
Swat117,6443.55,645,98%
Sweating,24.950000000000003,5,100%
Swee7,219.78,22,100%
SweetSugar,1739.1299999999999,87,94%
Sweetnurs,709.29,71,96%
Sweg000Sweg,459.77,23,100%
SwegSpuudddyyy69,4877.5599999999995,244,99%
Swezza,1739.1299999999999,87,94%
Swiffdeath,6443.55,645,98%
SwiftEscudo,6443.55,645,98%
SwinburnCyphenMisslemike,1739.1299999999999,87,94%
SwineUpB1tch,709.29,71,96%
Swir1y,89.91,9,100%
Swirlycide,2997.0,300,98%
Swish0009,1739.1299999999999,87,94%
SwizzKhalifa,89.91,9,89%
SwizzleAsh,149.85,15,100%
Swoodleburger,6443.55,645,98%
SwtDream,6443.55,645,98%
SyBR,4877.5599999999995,244,99%
SyberSybus,6443.55,645,98%
Sycamore,89.91,9,89%
SydneyKerley,179.91,9,100%
SydneySkiez,6443.55,645,98%
Sylisis,1739.1299999999999,87,94%
Sylveonssssss,24.950000000000003,5,100%
Sylxaris,6443.55,645,98%
Symara,1739.1299999999999,87,94%
Symbolize,89.91,9,89%
SynisterFynn,1739.1299999999999,87,94%
Synn1283719,709.29,71,96%
Synoble,6443.55,645,98%
Synrik,1739.1299999999999,87,94%
Syntheticnah,89.91,9,89%
SynysterGates18,6443.55,645,98%
SyroSync,1739.1299999999999,87,94%
SyvWolf,39.92,8,62%
SzechuanB,1739.1299999999999,87,94%
T-90,1739.1299999999999,87,94%
T-Dub-1991,6443.55,645,98%
T0MERNAT0R,219.78,22,100%
T0talN1nja,709.29,71,96%
T1NY90,1739.1299999999999,87,94%
T1TanZ,6443.55,645,98%
TAC0LORD,6443.55,645,98%
TACOTACOTACOCAT,6443.55,645,98%
TADOW,709.29,71,96%
TAIWINZ,6443.55,645,98%
TANTANTAN1,6443.55,645,98%
TA_Hotel,6443.55,645,98%
TBDZN,219.78,22,100%
TBGKing24,6443.55,645,98%
TBMC,6443.55,645,98%
TBRVanguard,1739.1299999999999,87,94%
TBSOrion,39.6,40,88%
TBxMercury,439.78,22,100%
TCSToastedCheeseSandvich,0.0,131,85%
TCTr3bl3Ch0rds,6443.55,645,98%
TCXNEPTUNE,6443.55,645,98%
TDOJ3DTDO,6443.55,645,98%
TEAMLAZER,4877.5599999999995,244,99%
TEE4,29.97,3,100%
TEH_B4TMAN,219.78,22,100%
TERM-827,709.29,71,96%
TETTRIC1,6443.55,645,98%
TF2LOVEER,0.0,131,85%
TF2n00b,6443.55,645,98%
TFA_Freedom,1739.1299999999999,87,94%
TFQuell,709.29,71,96%
TFWUMastab82Sanic,219.78,22,100%
TGU-Leader,6443.55,645,98%
TH3BL4CK,6443.55,645,98%
THANKSTONYABBOTT,709.29,71,96%
THEDRAGE,6443.55,645,98%
THEGAMINGDEAGLE,6443.55,645,98%
THEGHOST646,1739.1299999999999,87,94%
THEGREATLAD,1739.1299999999999,87,94%
THEHITMONKEY,149.85,15,100%
THETUG,1739.1299999999999,87,94%
THE_ART_OF_FEEDING,1739.1299999999999,87,94%
THE_COOL_KID,1739.1299999999999,87,94%
THE_DQ,1739.1299999999999,87,94%
THE_FKIN_ROBBER,6443.55,645,98%
THE_PROFITZY,4877.5599999999995,244,99%
THMAHES,6443.55,645,98%
TICKLEMYBIGPICKLE,1739.1299999999999,87,94%
TITAN1212,709.29,71,96%
TITANIUM579,1739.1299999999999,87,94%
TJBAnarchy,6443.55,645,98%
TKBrother,6443.55,645,98%
TKDG,6443.55,645,98%
TKOZ,6443.55,645,98%
TKmelo,0.0,223,96%
TM87KEK,6443.55,645,98%
TMDBONFIRE,1739.1299999999999,87,94%
TMW_Wolf,1739.1299999999999,87,94%
TMYMCSL,6443.55,645,98%
TMhun,6443.55,645,98%
TOM_ROBBO,6443.55,645,98%
TOP0409,26.97,3,100%
TOPKEKWAT,6443.55,645,98%
TOXICvSTITCHLIPS,1739.1299999999999,87,94%
TPIOMEMES,6443.55,645,98%
TPJordan7802,6443.55,645,98%
TPT_,6443.55,645,98%
TPndaMn,6443.55,645,98%
TR13180,149.85,15,100%
TREEPAlN,6443.55,645,98%
TREVOR782,99.9,10,100%
TRune3,6443.55,645,98%
TSEpsilon,6443.55,645,98%
TSGStosh,1739.1299999999999,87,94%
TSWKramus,6443.55,645,98%
TSwizzlezGaming,6443.55,645,98%
TTDrak,1739.1299999999999,87,94%
TTaka,709.29,71,96%
TUN1342,219.78,22,100%
TURTLESYEA,1739.1299999999999,87,94%
TUTMERLEID,209.79,21,95%
TWASKUNGZ,6443.55,645,98%
TWENNYJUANPIKLETS,6443.55,645,98%
TWILLWOLF,6443.55,645,98%
TW_Alan,6443.55,645,98%
TXVExterminator,149.85,15,100%
TYFORTHEFOOD,54.89,11,73%
T_R_gamer,6443.55,645,98%
TaTayTaylor,1739.1299999999999,87,94%
Taariqamozilla,89.91,9,89%
Tac0Bear,709.29,71,96%
Tacos4Lyfe,149.85,15,100%
TacozAreImmortality,6443.55,645,98%
TacticCo,6443.55,645,98%
TacticalCrayon,89.91,9,89%
TacticalLynx,709.29,71,96%
Taeza,1739.1299999999999,87,94%
TafioBarker,6443.55,645,98%
TagUrToast,6443.55,645,98%
Tagged69,6443.55,645,98%
Taguchi_Atom,3.98,2,100%
TahaX01,0.0,5,40%
Tahimaka,89.91,9,89%
TahuW,6443.55,645,98%
TainZ,6443.55,645,98%
TainemE,24.950000000000003,5,100%
Taipan140,6443.55,645,98%
Taithius,1739.1299999999999,87,94%
TakaKyun,6443.55,645,98%
TakahiroMaeda,1739.1299999999999,87,94%
TakeOffGamer,6443.55,645,98%
Takmid,1739.1299999999999,87,94%
Talerfic,6443.55,645,98%
TaliZorah1984,49.95,5,100%
Talizaeus,9.99,1,100%
TalonsGaming,6443.55,645,98%
TandGames,6443.55,645,98%
TandyTandon,39.92,8,62%
Tangkwa504,6443.55,645,98%
TangyProfileLink,6443.55,645,98%
Taniks,149.85,15,100%
TankClash,219.78,22,100%
Tanklol,6443.55,645,98%
Tankm3hard,25.98,2,100%
TantricSpark,6443.55,645,98%
TarJex,6443.55,645,98%
Tarvo69,1739.1299999999999,87,94%
TaserChains,39.92,8,62%
Tashiu,6443.55,645,98%
TastyZombie,9.99,1,100%
TataSB,6443.55,645,98%
TatarinZ,6443.55,645,98%
Tataudu,9.99,1,100%
Tatsu-TKP,709.29,71,96%
Tatsua1989,0.0,223,96%
Taunch,6443.55,645,98%
Tavman1997,6443.55,645,98%
Tawhirimatea,2997.0,300,98%
Taxisi,19.98,2,100%
TayeD37,824.45,55,73%
TaylorSinclair,219.78,22,100%
Tayrayb,1739.1299999999999,87,94%
Tazcam,39.92,8,62%
Tchecs,6443.55,645,98%
Tcing,6443.55,645,98%
Tdevil,1739.1299999999999,87,94%
TeCool,6443.55,645,98%
TeFauPeHaDe,709.29,71,96%
TeH-B-Rad,6443.55,645,98%
TeaJay7,1739.1299999999999,87,94%
TeabagxD,6443.55,645,98%
TeakayTK,1739.1299999999999,87,94%
TeamAmbiguous,219.78,22,100%
TeamCursb11d,6443.55,645,98%
TeamKosaki,6443.55,645,98%
TeamLiability,709.29,71,96%
TechDec,709.29,71,96%
TechEACS,54.89,11,73%
TechMark,6443.55,645,98%
TechnoRoadie,149.85,15,100%
Technopath26,2997.0,300,98%
TechyMofo,1739.1299999999999,87,94%
Teddy8910,19.98,2,100%
Teddy_Cream,6443.55,645,98%
TeeJayPow,1739.1299999999999,87,94%
Teehzyy,1739.1299999999999,87,94%
TeenoGames,1739.1299999999999,87,94%
Teenrouge,709.29,71,96%
TeetoLim,219.78,22,100%
TehBrickD,6443.55,645,98%
TehMLGPanda,1739.1299999999999,87,94%
TehMev,1739.1299999999999,87,94%
TehRealNurD,1739.1299999999999,87,94%
TehStoneMan,4.99,1,100%
TehTankMan,439.56,44,100%
TehXano,6443.55,645,98%
Tehfluf,709.29,71,96%
Teider,6443.55,645,98%
Tekaru5009,6443.55,645,98%
TekkitCast,709.29,71,96%
Teknoe,1739.1299999999999,87,94%
Teku666assassin,179.91,9,100%
Tekuari,6443.55,645,98%
Telayne,29.97,3,100%
Telf0rd,109.89,11,82%
Telle-Tubbe,25662.88,1712,95%
Telstra,6443.55,645,98%
TemisiaST,6443.55,645,98%
TempaDick,29.97,3,100%
Tempercanns,709.29,71,96%
TempestNZ,6443.55,645,98%
TempestStar,1739.1299999999999,87,94%
TemptMe,1739.1299999999999,87,94%
TempusViator,6443.55,645,98%
TemsterGaming,1739.1299999999999,87,94%
TenShotsMax,0.0,4,50%
TenaciousTaco,6443.55,645,98%
Tenkishy,6443.55,645,98%
TenksGo,2997.0,300,98%
TerconConnors,1739.1299999999999,87,94%
Terenator,89.91,9,89%
Terencio,149.85,15,100%
TerexoSexo,1739.1299999999999,87,94%
TeriBeri3,159.92,8,75%
Terminally-Chill,89.91,9,89%
Terminator_Mitch,89.91,9,89%
Terrible_Terrio,1739.1299999999999,87,94%
TerrorismIsFunny,6443.55,645,98%
TerryTateCYS,709.29,71,96%
Tesps,709.29,71,96%
Tessellate,6443.55,645,98%
TetisTiger,4.99,1,100%
TetraLamina,2997.0,300,98%
TetrisIsUnrealistic,9.99,1,100%
Tezzdog,1739.1299999999999,87,94%
TfhuAWGscvg,709.29,71,96%
TgWaKu,219.78,22,100%
Th3C00ki3Monst3r,1739.1299999999999,87,94%
Th3PiedPIPER,1739.1299999999999,87,94%
Th3Yoshi,89.91,9,89%
Th3_Illusion,709.29,71,96%
Th3_WaTch3rz,379.80999999999995,19,100%
ThEUnItAtOEnTeRpRiSe,6443.55,645,98%
ThaFiddy,6443.55,645,98%
ThaLooseKid,2258.87,113,99%
ThaSpaceSloth,1739.1299999999999,87,94%
ThaatGuyStorm,159.92,8,88%
ThanosIsGreat,709.29,71,96%
That8BitMan,1739.1299999999999,87,94%
ThatComedian,6443.55,645,98%
ThatDenbyyKid,6443.55,645,98%
ThatGnomo,19.98,2,100%
ThatGuyHasReturned,6443.55,645,98%
ThatGuyLux,6443.55,645,98%
ThatGuyWeAllKnow,6443.55,645,98%
ThatKidRanga,19.98,2,100%
ThatMexicanGuy,89.91,9,89%
ThatMisterOps,6443.55,645,98%
ThatOneBot,6443.55,645,98%
ThatOneKiwiBloke,9.99,1,100%
ThatRussianMerc,19.99,1,100%
ThatSwissGuy,89.91,9,89%
ThatTTMRGuy,709.29,71,96%
ThatTwirp,219.78,22,100%
ThatWhiteCrayon,1739.1299999999999,87,94%
That_AJ_Kid,6443.55,645,98%
That_Chap,439.78,22,100%
That_Microwave,709.29,71,96%
That_Random132,6443.55,645,98%
Thatcola,1739.1299999999999,87,94%
Thatdamnninjasloth,6443.55,645,98%
Thatishayden,1739.1299999999999,87,94%
Thatmeepo,1739.1299999999999,87,94%
Thatonecuntwiththeprofileandshit,6443.55,645,98%
Thatonwalrus1,89.91,9,89%
ThatsArrow,6443.55,645,98%
Thattf2medic,1739.1299999999999,87,94%
The-Burnt_Toast,709.29,71,96%
The-Dunktown-Express,4.99,1,100%
The-Fox-Of-Light,6443.55,645,98%
The-Moose,6443.55,645,98%
The-Party,6443.55,645,98%
The-Shaddy-Man,1739.1299999999999,87,94%
The3rdlvl,79.96,4,75%
TheAbominable,709.29,71,96%
TheAbsoluteGuy,39.92,8,62%
TheAdventuringBacon,1739.1299999999999,87,94%
TheAlphaRabbit,6443.55,645,98%
TheAmazingPotato,709.29,71,96%
TheAmazingSpot,6443.55,645,98%
TheAmityPrincess,24.950000000000003,5,100%
TheAnonymous15,6443.55,645,98%
TheAnonymousOne,709.29,71,96%
TheAntiPixel,439.78,22,100%
